date,output,total_income_support
2020-06-15,[location_key=BR_AP],1.0
2020-06-15,[location_key=BR_AP],1.0
2020-06-15,[location_key=BR_AP],1.0
2020-06-15,"[location_key=BR_BA,school_closing=3]",1.0
2020-06-15,"[location_key=BR_BA,school_closing=3]",1.0
2020-06-15,"[location_key=BR_BA,school_closing=3]",1.0
2020-06-15,"[location_key=BR_BA,school_closing=3]",1.0
2020-06-15,"[location_key=BR_BA,school_closing=3]",1.0
2020-06-15,"[location_key=BR_BA,school_closing=3]",1.0
2020-06-15,"[location_key=BR_BA,school_closing=3]",1.0
2020-06-15,[location_key=BR_BA],1.0
2020-06-15,[location_key=BR_BA],1.0
2020-06-15,[location_key=BR_BA],1.0
2020-06-15,[location_key=BR_BA],1.0
2020-06-15,[location_key=BR_BA],1.0
2020-06-15,[location_key=BR_BA],1.0
2020-06-15,[location_key=BR_BA],1.0
2020-06-15,"[location_key=BR_CE,school_closing=3]",1.0
2020-06-15,"[location_key=BR_CE,school_closing=3]",1.0
2020-06-15,"[location_key=BR_CE,school_closing=3]",1.0
2020-06-15,"[location_key=BR_CE,school_closing=3]",1.0
2020-06-15,"[location_key=BR_CE,school_closing=3]",1.0
2020-06-15,"[location_key=BR_CE,school_closing=3]",1.0
2020-06-15,"[location_key=BR_CE,school_closing=3]",1.0
2020-06-15,[location_key=BR_CE],1.0
2020-06-15,[location_key=BR_CE],1.0
2020-06-15,[location_key=BR_CE],1.0
2020-06-15,[location_key=BR_CE],1.0
2020-06-15,[location_key=BR_CE],1.0
2020-06-15,[location_key=BR_CE],1.0
2020-06-15,[location_key=BR_CE],1.0
2020-06-15,"[location_key=BR_ES,school_closing=3]",2.0
2020-06-15,"[location_key=BR_ES,school_closing=3]",2.0
2020-06-15,"[location_key=BR_ES,school_closing=3]",2.0
2020-06-15,"[location_key=BR_ES,school_closing=3]",2.0
2020-06-15,"[location_key=BR_ES,school_closing=3]",2.0
2020-06-15,"[location_key=BR_ES,school_closing=3]",2.0
2020-06-15,"[location_key=BR_ES,school_closing=3]",2.0
2020-06-15,[location_key=BR_ES],2.0
2020-06-15,[location_key=BR_ES],2.0
2020-06-15,[location_key=BR_ES],2.0
2020-06-15,[location_key=BR_ES],2.0
2020-06-15,[location_key=BR_ES],2.0
2020-06-15,[location_key=BR_ES],2.0
2020-06-15,[location_key=BR_ES],2.0
2020-06-15,"[location_key=BR_GO,school_closing=3]",1.0
2020-06-15,"[location_key=BR_GO,school_closing=3]",1.0
2020-06-15,"[location_key=BR_GO,school_closing=3]",1.0
2020-06-15,"[location_key=BR_GO,school_closing=3]",1.0
2020-06-15,"[location_key=BR_GO,school_closing=3]",1.0
2020-06-15,"[location_key=BR_GO,school_closing=3]",1.0
2020-06-15,"[location_key=BR_GO,school_closing=3]",1.0
2020-06-15,[location_key=BR_GO],1.0
2020-06-15,[location_key=BR_GO],1.0
2020-06-15,[location_key=BR_GO],1.0
2020-06-15,[location_key=BR_GO],1.0
2020-06-15,[location_key=BR_GO],1.0
2020-06-15,[location_key=BR_GO],1.0
2020-06-15,[location_key=BR_GO],1.0
2020-06-15,"[location_key=BR_MA,school_closing=3]",1.0
2020-06-15,"[location_key=BR_MA,school_closing=3]",1.0
2020-06-15,"[location_key=BR_MA,school_closing=3]",1.0
2020-06-15,"[location_key=BR_MA,school_closing=3]",1.0
2020-06-15,"[location_key=BR_MA,school_closing=3]",1.0
2020-06-15,"[location_key=BR_MA,school_closing=3]",1.0
2020-06-15,"[location_key=BR_MA,school_closing=3]",1.0
2020-06-15,[location_key=BR_MA],1.0
2020-06-15,[location_key=BR_MA],1.0
2020-06-15,[location_key=BR_MA],1.0
2020-06-15,[location_key=BR_MA],1.0
2020-06-15,[location_key=BR_MA],1.0
2020-06-15,[location_key=BR_MA],1.0
2020-06-15,[location_key=BR_MA],1.0
2020-06-15,"[location_key=BR_MG,school_closing=3]",1.0
2020-06-15,"[location_key=BR_MG,school_closing=3]",1.0
2020-06-15,"[location_key=BR_MG,school_closing=3]",1.0
2020-06-15,"[location_key=BR_MG,school_closing=3]",1.0
2020-06-15,"[location_key=BR_MG,school_closing=3]",1.0
2020-06-15,"[location_key=BR_MG,school_closing=3]",1.0
2020-06-15,"[location_key=BR_MG,school_closing=3]",1.0
2020-06-15,[location_key=BR_MG],1.0
2020-06-15,[location_key=BR_MG],1.0
2020-06-15,[location_key=BR_MG],1.0
2020-06-15,[location_key=BR_MG],1.0
2020-06-15,[location_key=BR_MG],1.0
2020-06-15,[location_key=BR_MG],1.0
2020-06-15,[location_key=BR_MG],1.0
2020-06-15,"[location_key=BR_MS,school_closing=3]",1.0
2020-06-15,"[location_key=BR_MS,school_closing=3]",1.0
2020-06-15,"[location_key=BR_MS,school_closing=3]",1.0
2020-06-15,"[location_key=BR_MS,school_closing=3]",1.0
2020-06-15,"[location_key=BR_MS,school_closing=3]",1.0
2020-06-15,"[location_key=BR_MS,school_closing=3]",1.0
2020-06-15,"[location_key=BR_MS,school_closing=3]",1.0
2020-06-15,[location_key=BR_MS],1.0
2020-06-15,[location_key=BR_MS],1.0
2020-06-15,[location_key=BR_MS],1.0
2020-06-15,[location_key=BR_MS],1.0
2020-06-15,[location_key=BR_MS],1.0
2020-06-15,[location_key=BR_MS],1.0
2020-06-15,[location_key=BR_MS],1.0
2020-06-15,"[location_key=BR_MT,school_closing=3]",1.0
2020-06-15,"[location_key=BR_MT,school_closing=3]",1.0
2020-06-15,"[location_key=BR_MT,school_closing=3]",1.0
2020-06-15,"[location_key=BR_MT,school_closing=3]",1.0
2020-06-15,"[location_key=BR_MT,school_closing=3]",1.0
2020-06-15,"[location_key=BR_MT,school_closing=3]",1.0
2020-06-15,"[location_key=BR_MT,school_closing=3]",1.0
2020-06-15,[location_key=BR_MT],1.0
2020-06-15,[location_key=BR_MT],1.0
2020-06-15,[location_key=BR_MT],1.0
2020-06-15,[location_key=BR_MT],1.0
2020-06-15,[location_key=BR_MT],1.0
2020-06-15,[location_key=BR_MT],1.0
2020-06-15,[location_key=BR_MT],1.0
2020-06-15,"[location_key=BR_PA,school_closing=3]",1.0
2020-06-15,"[location_key=BR_PA,school_closing=3]",1.0
2020-06-15,"[location_key=BR_PA,school_closing=3]",1.0
2020-06-15,"[location_key=BR_PA,school_closing=3]",1.0
2020-06-15,"[location_key=BR_PA,school_closing=3]",1.0
2020-06-15,"[location_key=BR_PA,school_closing=3]",1.0
2020-06-15,"[location_key=BR_PA,school_closing=3]",1.0
2020-06-15,[location_key=BR_PA],1.0
2020-06-15,[location_key=BR_PA],1.0
2020-06-15,[location_key=BR_PA],1.0
2020-06-15,[location_key=BR_PA],1.0
2020-06-15,[location_key=BR_PA],1.0
2020-06-15,[location_key=BR_PA],1.0
2020-06-15,[location_key=BR_PA],1.0
2020-06-15,"[location_key=BR_PB,school_closing=3]",1.0
2020-06-15,"[location_key=BR_PB,school_closing=3]",1.0
2020-06-15,"[location_key=BR_PB,school_closing=3]",1.0
2020-06-15,"[location_key=BR_PB,school_closing=3]",1.0
2020-06-15,"[location_key=BR_PB,school_closing=3]",1.0
2020-06-15,"[location_key=BR_PB,school_closing=3]",1.0
2020-06-15,"[location_key=BR_PB,school_closing=3]",1.0
2020-06-15,[location_key=BR_PB],1.0
2020-06-15,[location_key=BR_PB],1.0
2020-06-15,[location_key=BR_PB],1.0
2020-06-15,[location_key=BR_PB],1.0
2020-06-15,[location_key=BR_PB],1.0
2020-06-15,[location_key=BR_PB],1.0
2020-06-15,[location_key=BR_PB],1.0
2020-06-15,"[location_key=BR_PE,school_closing=3]",1.0
2020-06-15,"[location_key=BR_PE,school_closing=3]",1.0
2020-06-15,"[location_key=BR_PE,school_closing=3]",1.0
2020-06-15,"[location_key=BR_PE,school_closing=3]",1.0
2020-06-15,"[location_key=BR_PE,school_closing=3]",1.0
2020-06-15,"[location_key=BR_PE,school_closing=3]",1.0
2020-06-15,"[location_key=BR_PE,school_closing=3]",1.0
2020-06-15,[location_key=BR_PE],1.0
2020-06-15,[location_key=BR_PE],1.0
2020-06-15,[location_key=BR_PE],1.0
2020-06-15,[location_key=BR_PE],1.0
2020-06-15,[location_key=BR_PE],1.0
2020-06-15,[location_key=BR_PE],1.0
2020-06-15,[location_key=BR_PE],1.0
2020-06-15,"[location_key=BR_PI,school_closing=3]",1.0
2020-06-15,"[location_key=BR_PI,school_closing=3]",1.0
2020-06-15,"[location_key=BR_PI,school_closing=3]",1.0
2020-06-15,"[location_key=BR_PI,school_closing=3]",1.0
2020-06-15,"[location_key=BR_PI,school_closing=3]",1.0
2020-06-15,"[location_key=BR_PI,school_closing=3]",1.0
2020-06-15,"[location_key=BR_PI,school_closing=3]",1.0
2020-06-15,[location_key=BR_PI],1.0
2020-06-15,[location_key=BR_PI],1.0
2020-06-15,[location_key=BR_PI],1.0
2020-06-15,[location_key=BR_PI],1.0
2020-06-15,[location_key=BR_PI],1.0
2020-06-15,[location_key=BR_PI],1.0
2020-06-15,[location_key=BR_PI],1.0
2020-06-15,"[location_key=BR_PR,school_closing=3]",1.0
2020-06-15,"[location_key=BR_PR,school_closing=3]",1.0
2020-06-15,"[location_key=BR_PR,school_closing=3]",1.0
2020-06-15,"[location_key=BR_PR,school_closing=3]",1.0
2020-06-15,"[location_key=BR_PR,school_closing=3]",1.0
2020-06-15,"[location_key=BR_PR,school_closing=3]",1.0
2020-06-15,"[location_key=BR_PR,school_closing=3]",1.0
2020-06-15,[location_key=BR_PR],1.0
2020-06-15,[location_key=BR_PR],1.0
2020-06-15,[location_key=BR_PR],1.0
2020-06-15,[location_key=BR_PR],1.0
2020-06-15,[location_key=BR_PR],1.0
2020-06-15,[location_key=BR_PR],1.0
2020-06-15,[location_key=BR_PR],1.0
2020-06-15,"[location_key=BR_RJ,school_closing=3]",1.0
2020-06-15,"[location_key=BR_RJ,school_closing=3]",1.0
2020-06-15,"[location_key=BR_RJ,school_closing=3]",1.0
2020-06-15,"[location_key=BR_RJ,school_closing=3]",1.0
2020-06-15,"[location_key=BR_RJ,school_closing=3]",1.0
2020-06-15,"[location_key=BR_RJ,school_closing=3]",1.0
2020-06-15,"[location_key=BR_RJ,school_closing=3]",1.0
2020-06-15,[location_key=BR_RJ],1.0
2020-06-15,[location_key=BR_RJ],1.0
2020-06-15,[location_key=BR_RJ],1.0
2020-06-15,[location_key=BR_RJ],1.0
2020-06-15,[location_key=BR_RJ],1.0
2020-06-15,[location_key=BR_RJ],1.0
2020-06-15,[location_key=BR_RJ],1.0
2020-06-15,"[location_key=BR_RN,school_closing=3]",1.0
2020-06-15,"[location_key=BR_RN,school_closing=3]",1.0
2020-06-15,"[location_key=BR_RN,school_closing=3]",1.0
2020-06-15,"[location_key=BR_RN,school_closing=3]",1.0
2020-06-15,"[location_key=BR_RN,school_closing=3]",1.0
2020-06-15,"[location_key=BR_RN,school_closing=3]",1.0
2020-06-15,"[location_key=BR_RN,school_closing=3]",1.0
2020-06-15,[location_key=BR_RN],1.0
2020-06-15,[location_key=BR_RN],1.0
2020-06-15,[location_key=BR_RN],1.0
2020-06-15,[location_key=BR_RN],1.0
2020-06-15,[location_key=BR_RN],1.0
2020-06-15,[location_key=BR_RN],1.0
2020-06-15,[location_key=BR_RN],1.0
2020-06-15,"[location_key=BR_RO,school_closing=3]",1.0
2020-06-15,"[location_key=BR_RO,school_closing=3]",1.0
2020-06-15,"[location_key=BR_RO,school_closing=3]",1.0
2020-06-15,"[location_key=BR_RO,school_closing=3]",1.0
2020-06-15,"[location_key=BR_RO,school_closing=3]",1.0
2020-06-15,"[location_key=BR_RO,school_closing=3]",1.0
2020-06-15,"[location_key=BR_RO,school_closing=3]",1.0
2020-06-15,[location_key=BR_RO],1.0
2020-06-15,[location_key=BR_RO],1.0
2020-06-15,[location_key=BR_RO],1.0
2020-06-15,[location_key=BR_RO],1.0
2020-06-15,[location_key=BR_RO],1.0
2020-06-15,[location_key=BR_RO],1.0
2020-06-15,[location_key=BR_RO],1.0
2020-06-15,"[location_key=BR_RR,school_closing=3]",1.0
2020-06-15,"[location_key=BR_RR,school_closing=3]",1.0
2020-06-15,"[location_key=BR_RR,school_closing=3]",1.0
2020-06-15,"[location_key=BR_RR,school_closing=3]",1.0
2020-06-15,"[location_key=BR_RR,school_closing=3]",1.0
2020-06-15,"[location_key=BR_RR,school_closing=3]",1.0
2020-06-15,"[location_key=BR_RR,school_closing=3]",1.0
2020-06-15,[location_key=BR_RR],1.0
2020-06-15,[location_key=BR_RR],1.0
2020-06-15,[location_key=BR_RR],1.0
2020-06-15,[location_key=BR_RR],1.0
2020-06-15,[location_key=BR_RR],1.0
2020-06-15,[location_key=BR_RR],1.0
2020-06-15,[location_key=BR_RR],1.0
2020-06-15,"[location_key=BR_RS,school_closing=3]",1.0
2020-06-15,"[location_key=BR_RS,school_closing=3]",1.0
2020-06-15,"[location_key=BR_RS,school_closing=3]",1.0
2020-06-15,"[location_key=BR_RS,school_closing=3]",1.0
2020-06-15,"[location_key=BR_RS,school_closing=3]",1.0
2020-06-15,"[location_key=BR_RS,school_closing=3]",1.0
2020-06-15,"[location_key=BR_RS,school_closing=3]",1.0
2020-06-15,[location_key=BR_RS],1.0
2020-06-15,[location_key=BR_RS],1.0
2020-06-15,[location_key=BR_RS],1.0
2020-06-15,[location_key=BR_RS],1.0
2020-06-15,[location_key=BR_RS],1.0
2020-06-15,[location_key=BR_RS],1.0
2020-06-15,[location_key=BR_RS],1.0
2020-06-15,"[location_key=BR_SC,school_closing=3]",1.0
2020-06-15,"[location_key=BR_SC,school_closing=3]",1.0
2020-06-15,"[location_key=BR_SC,school_closing=3]",1.0
2020-06-15,"[location_key=BR_SC,school_closing=3]",1.0
2020-06-15,"[location_key=BR_SC,school_closing=3]",1.0
2020-06-15,"[location_key=BR_SC,school_closing=3]",1.0
2020-06-15,"[location_key=BR_SC,school_closing=3]",1.0
2020-06-15,[location_key=BR_SC],1.0
2020-06-15,[location_key=BR_SC],1.0
2020-06-15,[location_key=BR_SC],1.0
2020-06-15,[location_key=BR_SC],1.0
2020-06-15,[location_key=BR_SC],1.0
2020-06-15,[location_key=BR_SC],1.0
2020-06-15,[location_key=BR_SC],1.0
2020-06-15,"[location_key=BR_SE,school_closing=3]",2.0
2020-06-15,"[location_key=BR_SE,school_closing=3]",2.0
2020-06-15,"[location_key=BR_SE,school_closing=3]",2.0
2020-06-15,"[location_key=BR_SE,school_closing=3]",2.0
2020-06-15,"[location_key=BR_SE,school_closing=3]",2.0
2020-06-15,"[location_key=BR_SE,school_closing=3]",2.0
2020-06-15,"[location_key=BR_SE,school_closing=3]",2.0
2020-06-15,[location_key=BR_SE],2.0
2020-06-15,[location_key=BR_SE],2.0
2020-06-15,[location_key=BR_SE],2.0
2020-06-15,[location_key=BR_SE],2.0
2020-06-15,[location_key=BR_SE],2.0
2020-06-15,[location_key=BR_SE],2.0
2020-06-15,[location_key=BR_SE],2.0
2020-06-15,"[location_key=BR_SP,school_closing=3]",1.0
2020-06-15,"[location_key=BR_SP,school_closing=3]",1.0
2020-06-15,"[location_key=BR_SP,school_closing=3]",1.0
2020-06-15,"[location_key=BR_SP,school_closing=3]",1.0
2020-06-15,"[location_key=BR_SP,school_closing=3]",1.0
2020-06-15,"[location_key=BR_SP,school_closing=3]",1.0
2020-06-15,"[location_key=BR_SP,school_closing=3]",1.0
2020-06-15,[location_key=BR_SP],1.0
2020-06-15,[location_key=BR_SP],1.0
2020-06-15,[location_key=BR_SP],1.0
2020-06-15,[location_key=BR_SP],1.0
2020-06-15,[location_key=BR_SP],1.0
2020-06-15,[location_key=BR_SP],1.0
2020-06-15,[location_key=BR_SP],1.0
2020-06-15,"[location_key=BR_TO,school_closing=3]",1.0
2020-06-15,"[location_key=BR_TO,school_closing=3]",1.0
2020-06-15,"[location_key=BR_TO,school_closing=3]",1.0
2020-06-15,"[location_key=BR_TO,school_closing=3]",1.0
2020-06-15,"[location_key=BR_TO,school_closing=3]",1.0
2020-06-15,"[location_key=BR_TO,school_closing=3]",1.0
2020-06-15,"[location_key=BR_TO,school_closing=3]",1.0
2020-06-15,[location_key=BR_TO],1.0
2020-06-15,[location_key=BR_TO],1.0
2020-06-15,[location_key=BR_TO],1.0
2020-06-15,[location_key=BR_TO],1.0
2020-06-15,[location_key=BR_TO],1.0
2020-06-15,[location_key=BR_TO],1.0
2020-06-15,[location_key=BR_TO],1.0
2020-06-15,"[location_key=BS,school_closing=3]",1.0
2020-06-15,"[location_key=BS,school_closing=3]",1.0
2020-06-15,"[location_key=BS,school_closing=3]",1.0
2020-06-15,"[location_key=BS,school_closing=3]",1.0
2020-06-15,"[location_key=BS,school_closing=3]",1.0
2020-06-15,"[location_key=BS,school_closing=3]",1.0
2020-06-15,"[location_key=BS,school_closing=3]",1.0
2020-06-15,[location_key=BS],1.0
2020-06-15,[location_key=BS],1.0
2020-06-15,[location_key=BS],1.0
2020-06-15,[location_key=BS],1.0
2020-06-15,[location_key=BS],1.0
2020-06-15,[location_key=BS],1.0
2020-06-15,[location_key=BS],1.0
2020-06-15,"[location_key=BT,school_closing=3]",1.0
2020-06-15,"[location_key=BT,school_closing=3]",1.0
2020-06-15,"[location_key=BT,school_closing=3]",1.0
2020-06-15,"[location_key=BT,school_closing=3]",1.0
2020-06-15,"[location_key=BT,school_closing=3]",1.0
2020-06-15,"[location_key=BT,school_closing=3]",1.0
2020-06-15,"[location_key=BT,school_closing=3]",1.0
2020-06-15,[location_key=BT],1.0
2020-06-15,[location_key=BT],1.0
2020-06-15,[location_key=BT],1.0
2020-06-15,[location_key=BT],1.0
2020-06-15,[location_key=BT],1.0
2020-06-15,[location_key=BT],1.0
2020-06-15,[location_key=BT],1.0
2020-06-15,"[location_key=BW,school_closing=2]",1.0
2020-06-15,"[location_key=BW,school_closing=2]",1.0
2020-06-15,"[location_key=BW,school_closing=2]",1.0
2020-06-15,"[location_key=BW,school_closing=2]",1.0
2020-06-15,"[location_key=BW,school_closing=2]",1.0
2020-06-15,"[location_key=BW,school_closing=2]",1.0
2020-06-15,"[location_key=BW,school_closing=3]",1.0
2020-06-15,[location_key=BW],1.0
2020-06-15,[location_key=BW],1.0
2020-06-15,[location_key=BW],1.0
2020-06-15,[location_key=BW],1.0
2020-06-15,[location_key=BW],1.0
2020-06-15,[location_key=BW],1.0
2020-06-15,[location_key=BW],1.0
2020-06-15,"[location_key=BY,school_closing=0]",0.0
2020-06-15,"[location_key=BY,school_closing=0]",0.0
2020-06-15,"[location_key=BY,school_closing=0]",0.0
2020-06-15,"[location_key=BY,school_closing=0]",0.0
2020-06-15,"[location_key=BY,school_closing=0]",0.0
2020-06-15,"[location_key=BY,school_closing=0]",0.0
2020-06-15,"[location_key=BY,school_closing=0]",0.0
2020-06-15,[location_key=BY],0.0
2020-06-15,[location_key=BY],0.0
2020-06-15,[location_key=BY],0.0
2020-06-15,[location_key=BY],0.0
2020-06-15,[location_key=BY],0.0
2020-06-15,[location_key=BY],0.0
2020-06-15,[location_key=BY],0.0
2020-06-15,"[location_key=BZ,school_closing=3]",1.0
2020-06-15,"[location_key=BZ,school_closing=3]",1.0
2020-06-15,"[location_key=BZ,school_closing=3]",1.0
2020-06-15,"[location_key=BZ,school_closing=3]",1.0
2020-06-15,"[location_key=BZ,school_closing=3]",1.0
2020-06-15,"[location_key=BZ,school_closing=3]",1.0
2020-06-15,"[location_key=BZ,school_closing=3]",1.0
2020-06-15,[location_key=BZ],1.0
2020-06-15,[location_key=BZ],1.0
2020-06-15,[location_key=BZ],1.0
2020-06-15,[location_key=BZ],1.0
2020-06-15,[location_key=BZ],1.0
2020-06-15,[location_key=BZ],1.0
2020-06-15,[location_key=BZ],1.0
2020-06-15,"[location_key=CA,school_closing=3]",2.0
2020-06-15,"[location_key=CA,school_closing=3]",2.0
2020-06-15,"[location_key=CA,school_closing=3]",2.0
2020-06-15,"[location_key=CA,school_closing=3]",2.0
2020-06-15,"[location_key=CA,school_closing=3]",2.0
2020-06-15,"[location_key=CA,school_closing=3]",2.0
2020-06-15,"[location_key=CA,school_closing=3]",2.0
2020-06-15,[location_key=CA],2.0
2020-06-15,[location_key=CA],2.0
2020-06-15,[location_key=CA],2.0
2020-06-15,[location_key=CA],2.0
2020-06-15,[location_key=CA],2.0
2020-06-15,[location_key=CA],2.0
2020-06-15,[location_key=CA],2.0
2020-06-15,"[location_key=CA_AB,school_closing=1]",2.0
2020-06-15,"[location_key=CA_AB,school_closing=1]",2.0
2020-06-15,"[location_key=CA_AB,school_closing=1]",2.0
2020-06-15,"[location_key=CA_AB,school_closing=1]",2.0
2020-06-15,"[location_key=CA_AB,school_closing=1]",2.0
2020-06-15,"[location_key=CA_AB,school_closing=1]",2.0
2020-06-15,"[location_key=CA_AB,school_closing=1]",2.0
2020-06-15,[location_key=CA_AB],2.0
2020-06-15,[location_key=CA_AB],2.0
2020-06-15,[location_key=CA_AB],2.0
2020-06-15,[location_key=CA_AB],2.0
2020-06-15,[location_key=CA_AB],2.0
2020-06-15,[location_key=CA_AB],2.0
2020-06-15,[location_key=CA_AB],2.0
2020-06-15,"[location_key=CA_BC,school_closing=3]",2.0
2020-06-15,"[location_key=CA_BC,school_closing=3]",2.0
2020-06-15,"[location_key=CA_BC,school_closing=3]",2.0
2020-06-15,"[location_key=CA_BC,school_closing=3]",2.0
2020-06-15,"[location_key=CA_BC,school_closing=3]",2.0
2020-06-15,"[location_key=CA_BC,school_closing=3]",2.0
2020-06-15,"[location_key=CA_BC,school_closing=3]",2.0
2020-06-15,[location_key=CA_BC],2.0
2020-06-15,[location_key=CA_BC],2.0
2020-06-15,[location_key=CA_BC],2.0
2020-06-15,[location_key=CA_BC],2.0
2020-06-15,[location_key=CA_BC],2.0
2020-06-15,[location_key=CA_BC],2.0
2020-06-15,[location_key=CA_BC],2.0
2020-06-15,"[location_key=CA_MB,school_closing=2]",2.0
2020-06-15,"[location_key=CA_MB,school_closing=2]",2.0
2020-06-15,"[location_key=CA_MB,school_closing=2]",2.0
2020-06-15,"[location_key=CA_MB,school_closing=2]",2.0
2020-06-15,"[location_key=CA_MB,school_closing=2]",2.0
2020-06-15,"[location_key=CA_MB,school_closing=2]",2.0
2020-06-15,"[location_key=CA_MB,school_closing=2]",2.0
2020-06-15,[location_key=CA_MB],2.0
2020-06-15,[location_key=CA_MB],2.0
