date,output,total_income_support
2021-03-22,[location_key=TN],1.0
2021-03-22,[location_key=TN],1.0
2021-03-22,[location_key=TN],1.0
2021-03-22,[location_key=TN],1.0
2021-03-22,[location_key=TN],1.0
2021-03-22,"[location_key=TO,school_closing=1]",0.0
2021-03-22,"[location_key=TO,school_closing=1]",0.0
2021-03-22,"[location_key=TO,school_closing=1]",0.0
2021-03-22,"[location_key=TO,school_closing=1]",0.0
2021-03-22,"[location_key=TO,school_closing=1]",0.0
2021-03-22,"[location_key=TO,school_closing=1]",0.0
2021-03-22,"[location_key=TO,school_closing=1]",0.0
2021-03-22,[location_key=TO],0.0
2021-03-22,[location_key=TO],0.0
2021-03-22,[location_key=TO],0.0
2021-03-22,[location_key=TO],0.0
2021-03-22,[location_key=TO],0.0
2021-03-22,[location_key=TO],0.0
2021-03-22,[location_key=TO],0.0
2021-03-22,"[location_key=TR,school_closing=2]",2.0
2021-03-22,"[location_key=TR,school_closing=2]",2.0
2021-03-22,"[location_key=TR,school_closing=2]",2.0
2021-03-22,"[location_key=TR,school_closing=2]",2.0
2021-03-22,"[location_key=TR,school_closing=2]",2.0
2021-03-22,"[location_key=TR,school_closing=2]",2.0
2021-03-22,"[location_key=TR,school_closing=2]",2.0
2021-03-22,[location_key=TR],2.0
2021-03-22,[location_key=TR],2.0
2021-03-22,[location_key=TR],2.0
2021-03-22,[location_key=TR],2.0
2021-03-22,[location_key=TR],2.0
2021-03-22,[location_key=TR],2.0
2021-03-22,[location_key=TR],2.0
2021-03-22,"[location_key=TT,school_closing=2]",1.0
2021-03-22,"[location_key=TT,school_closing=2]",1.0
2021-03-22,"[location_key=TT,school_closing=2]",1.0
2021-03-22,"[location_key=TT,school_closing=2]",1.0
2021-03-22,"[location_key=TT,school_closing=2]",1.0
2021-03-22,"[location_key=TT,school_closing=2]",1.0
2021-03-22,"[location_key=TT,school_closing=2]",1.0
2021-03-22,[location_key=TT],1.0
2021-03-22,[location_key=TT],1.0
2021-03-22,[location_key=TT],1.0
2021-03-22,[location_key=TT],1.0
2021-03-22,[location_key=TT],1.0
2021-03-22,[location_key=TT],1.0
2021-03-22,[location_key=TT],1.0
2021-03-22,"[location_key=TW,school_closing=0]",1.0
2021-03-22,"[location_key=TW,school_closing=0]",1.0
2021-03-22,"[location_key=TW,school_closing=0]",1.0
2021-03-22,"[location_key=TW,school_closing=0]",1.0
2021-03-22,"[location_key=TW,school_closing=0]",1.0
2021-03-22,"[location_key=TW,school_closing=0]",1.0
2021-03-22,"[location_key=TW,school_closing=0]",1.0
2021-03-22,[location_key=TW],1.0
2021-03-22,[location_key=TW],1.0
2021-03-22,[location_key=TW],1.0
2021-03-22,[location_key=TW],1.0
2021-03-22,[location_key=TW],1.0
2021-03-22,[location_key=TW],1.0
2021-03-22,[location_key=TW],1.0
2021-03-22,"[location_key=TZ,school_closing=0]",0.0
2021-03-22,"[location_key=TZ,school_closing=0]",0.0
2021-03-22,"[location_key=TZ,school_closing=0]",0.0
2021-03-22,"[location_key=TZ,school_closing=0]",0.0
2021-03-22,"[location_key=TZ,school_closing=0]",0.0
2021-03-22,"[location_key=TZ,school_closing=0]",0.0
2021-03-22,"[location_key=TZ,school_closing=0]",0.0
2021-03-22,[location_key=TZ],0.0
2021-03-22,[location_key=TZ],0.0
2021-03-22,[location_key=TZ],0.0
2021-03-22,[location_key=TZ],0.0
2021-03-22,[location_key=TZ],0.0
2021-03-22,[location_key=TZ],0.0
2021-03-22,[location_key=TZ],0.0
2021-03-22,"[location_key=UA,school_closing=2]",1.0
2021-03-22,"[location_key=UA,school_closing=2]",1.0
2021-03-22,"[location_key=UA,school_closing=2]",1.0
2021-03-22,"[location_key=UA,school_closing=2]",1.0
2021-03-22,"[location_key=UA,school_closing=2]",1.0
2021-03-22,"[location_key=UA,school_closing=2]",1.0
2021-03-22,"[location_key=UA,school_closing=2]",1.0
2021-03-22,[location_key=UA],1.0
2021-03-22,[location_key=UA],1.0
2021-03-22,[location_key=UA],1.0
2021-03-22,[location_key=UA],1.0
2021-03-22,[location_key=UA],1.0
2021-03-22,[location_key=UA],1.0
2021-03-22,[location_key=UA],1.0
2021-03-22,"[location_key=UG,school_closing=2]",0.0
2021-03-22,"[location_key=UG,school_closing=2]",0.0
2021-03-22,"[location_key=UG,school_closing=2]",0.0
2021-03-22,"[location_key=UG,school_closing=2]",0.0
2021-03-22,"[location_key=UG,school_closing=2]",0.0
2021-03-22,"[location_key=UG,school_closing=2]",0.0
2021-03-22,"[location_key=UG,school_closing=2]",0.0
2021-03-22,[location_key=UG],0.0
2021-03-22,[location_key=UG],0.0
2021-03-22,[location_key=UG],0.0
2021-03-22,[location_key=UG],0.0
2021-03-22,[location_key=UG],0.0
2021-03-22,[location_key=UG],0.0
2021-03-22,[location_key=UG],0.0
2021-03-22,"[location_key=US,school_closing=2]",2.0
2021-03-22,"[location_key=US,school_closing=2]",2.0
2021-03-22,"[location_key=US,school_closing=2]",2.0
2021-03-22,"[location_key=US,school_closing=2]",2.0
2021-03-22,"[location_key=US,school_closing=2]",2.0
2021-03-22,"[location_key=US,school_closing=2]",2.0
2021-03-22,"[location_key=US,school_closing=2]",2.0
2021-03-22,[location_key=US],2.0
2021-03-22,[location_key=US],2.0
2021-03-22,[location_key=US],2.0
2021-03-22,[location_key=US],2.0
2021-03-22,[location_key=US],2.0
2021-03-22,[location_key=US],2.0
2021-03-22,[location_key=US],2.0
2021-03-22,"[location_key=US_AK,school_closing=1]",1.0
2021-03-22,"[location_key=US_AK,school_closing=1]",1.0
2021-03-22,"[location_key=US_AK,school_closing=1]",1.0
2021-03-22,"[location_key=US_AK,school_closing=1]",1.0
2021-03-22,"[location_key=US_AK,school_closing=1]",1.0
2021-03-22,"[location_key=US_AK,school_closing=1]",1.0
2021-03-22,"[location_key=US_AK,school_closing=1]",1.0
2021-03-22,[location_key=US_AK],1.0
2021-03-22,[location_key=US_AK],1.0
2021-03-22,[location_key=US_AK],1.0
2021-03-22,[location_key=US_AK],1.0
2021-03-22,[location_key=US_AK],1.0
2021-03-22,[location_key=US_AK],1.0
2021-03-22,[location_key=US_AK],1.0
2021-03-22,"[location_key=US_AL,school_closing=2]",1.0
2021-03-22,"[location_key=US_AL,school_closing=2]",1.0
2021-03-22,"[location_key=US_AL,school_closing=2]",1.0
2021-03-22,"[location_key=US_AL,school_closing=2]",1.0
2021-03-22,"[location_key=US_AL,school_closing=2]",1.0
2021-03-22,"[location_key=US_AL,school_closing=2]",1.0
2021-03-22,"[location_key=US_AL,school_closing=2]",1.0
2021-03-22,[location_key=US_AL],1.0
2021-03-22,[location_key=US_AL],1.0
2021-03-22,[location_key=US_AL],1.0
2021-03-22,[location_key=US_AL],1.0
2021-03-22,[location_key=US_AL],1.0
2021-03-22,[location_key=US_AL],1.0
2021-03-22,[location_key=US_AL],1.0
2021-03-22,"[location_key=US_AR,school_closing=1]",1.0
2021-03-22,"[location_key=US_AR,school_closing=1]",1.0
2021-03-22,"[location_key=US_AR,school_closing=1]",1.0
2021-03-22,"[location_key=US_AR,school_closing=1]",1.0
2021-03-22,"[location_key=US_AR,school_closing=1]",1.0
2021-03-22,"[location_key=US_AR,school_closing=1]",1.0
2021-03-22,"[location_key=US_AR,school_closing=1]",1.0
2021-03-22,[location_key=US_AR],1.0
2021-03-22,[location_key=US_AR],1.0
2021-03-22,[location_key=US_AR],1.0
2021-03-22,[location_key=US_AR],1.0
2021-03-22,[location_key=US_AR],1.0
2021-03-22,[location_key=US_AR],1.0
2021-03-22,[location_key=US_AR],1.0
2021-03-22,"[location_key=US_AZ,school_closing=1]",1.0
2021-03-22,"[location_key=US_AZ,school_closing=1]",1.0
2021-03-22,"[location_key=US_AZ,school_closing=1]",1.0
2021-03-22,"[location_key=US_AZ,school_closing=1]",1.0
2021-03-22,"[location_key=US_AZ,school_closing=1]",1.0
2021-03-22,"[location_key=US_AZ,school_closing=1]",1.0
2021-03-22,"[location_key=US_AZ,school_closing=1]",1.0
2021-03-22,[location_key=US_AZ],1.0
2021-03-22,[location_key=US_AZ],1.0
2021-03-22,[location_key=US_AZ],1.0
2021-03-22,[location_key=US_AZ],1.0
2021-03-22,[location_key=US_AZ],1.0
2021-03-22,[location_key=US_AZ],1.0
2021-03-22,[location_key=US_AZ],1.0
2021-03-22,"[location_key=US_CA,school_closing=2]",1.0
2021-03-22,"[location_key=US_CA,school_closing=2]",1.0
2021-03-22,"[location_key=US_CA,school_closing=2]",1.0
2021-03-22,"[location_key=US_CA,school_closing=2]",1.0
2021-03-22,"[location_key=US_CA,school_closing=2]",1.0
2021-03-22,"[location_key=US_CA,school_closing=2]",1.0
2021-03-22,"[location_key=US_CA,school_closing=2]",1.0
2021-03-22,[location_key=US_CA],1.0
2021-03-22,[location_key=US_CA],1.0
2021-03-22,[location_key=US_CA],1.0
2021-03-22,[location_key=US_CA],1.0
2021-03-22,[location_key=US_CA],1.0
2021-03-22,[location_key=US_CA],1.0
2021-03-22,[location_key=US_CA],1.0
2021-03-22,"[location_key=US_CO,school_closing=2]",1.0
2021-03-22,"[location_key=US_CO,school_closing=2]",1.0
2021-03-22,"[location_key=US_CO,school_closing=2]",1.0
2021-03-22,"[location_key=US_CO,school_closing=2]",1.0
2021-03-22,"[location_key=US_CO,school_closing=2]",1.0
2021-03-22,"[location_key=US_CO,school_closing=2]",1.0
2021-03-22,"[location_key=US_CO,school_closing=2]",1.0
2021-03-22,[location_key=US_CO],1.0
2021-03-22,[location_key=US_CO],1.0
2021-03-22,[location_key=US_CO],1.0
2021-03-22,[location_key=US_CO],1.0
2021-03-22,[location_key=US_CO],1.0
2021-03-22,[location_key=US_CO],1.0
2021-03-22,[location_key=US_CO],1.0
2021-03-22,"[location_key=US_CT,school_closing=2]",1.0
2021-03-22,"[location_key=US_CT,school_closing=2]",1.0
2021-03-22,"[location_key=US_CT,school_closing=2]",1.0
2021-03-22,"[location_key=US_CT,school_closing=2]",1.0
2021-03-22,"[location_key=US_CT,school_closing=2]",1.0
2021-03-22,"[location_key=US_CT,school_closing=2]",1.0
2021-03-22,"[location_key=US_CT,school_closing=2]",1.0
2021-03-22,[location_key=US_CT],1.0
2021-03-22,[location_key=US_CT],1.0
2021-03-22,[location_key=US_CT],1.0
2021-03-22,[location_key=US_CT],1.0
2021-03-22,[location_key=US_CT],1.0
2021-03-22,[location_key=US_CT],1.0
2021-03-22,[location_key=US_CT],1.0
2021-03-22,"[location_key=US_DC,school_closing=1]",1.0
2021-03-22,"[location_key=US_DC,school_closing=1]",1.0
2021-03-22,"[location_key=US_DC,school_closing=1]",1.0
2021-03-22,"[location_key=US_DC,school_closing=1]",1.0
2021-03-22,"[location_key=US_DC,school_closing=1]",1.0
2021-03-22,"[location_key=US_DC,school_closing=1]",1.0
2021-03-22,"[location_key=US_DC,school_closing=1]",1.0
2021-03-22,[location_key=US_DC],1.0
2021-03-22,[location_key=US_DC],1.0
2021-03-22,[location_key=US_DC],1.0
2021-03-22,[location_key=US_DC],1.0
2021-03-22,[location_key=US_DC],1.0
2021-03-22,[location_key=US_DC],1.0
2021-03-22,[location_key=US_DC],1.0
2021-03-22,"[location_key=US_DE,school_closing=2]",1.0
2021-03-22,"[location_key=US_DE,school_closing=2]",1.0
2021-03-22,"[location_key=US_DE,school_closing=2]",1.0
2021-03-22,"[location_key=US_DE,school_closing=2]",1.0
2021-03-22,"[location_key=US_DE,school_closing=2]",1.0
2021-03-22,"[location_key=US_DE,school_closing=2]",1.0
2021-03-22,"[location_key=US_DE,school_closing=2]",1.0
2021-03-22,[location_key=US_DE],1.0
2021-03-22,[location_key=US_DE],1.0
2021-03-22,[location_key=US_DE],1.0
2021-03-22,[location_key=US_DE],1.0
2021-03-22,[location_key=US_DE],1.0
2021-03-22,[location_key=US_DE],1.0
2021-03-22,[location_key=US_DE],1.0
2021-03-22,"[location_key=US_FL,school_closing=1]",1.0
2021-03-22,"[location_key=US_FL,school_closing=1]",1.0
2021-03-22,"[location_key=US_FL,school_closing=1]",1.0
2021-03-22,"[location_key=US_FL,school_closing=1]",1.0
2021-03-22,"[location_key=US_FL,school_closing=1]",1.0
2021-03-22,"[location_key=US_FL,school_closing=1]",1.0
2021-03-22,"[location_key=US_FL,school_closing=1]",1.0
2021-03-22,[location_key=US_FL],1.0
2021-03-22,[location_key=US_FL],1.0
2021-03-22,[location_key=US_FL],1.0
2021-03-22,[location_key=US_FL],1.0
2021-03-22,[location_key=US_FL],1.0
2021-03-22,[location_key=US_FL],1.0
2021-03-22,[location_key=US_FL],1.0
2021-03-22,"[location_key=US_GA,school_closing=1]",1.0
2021-03-22,"[location_key=US_GA,school_closing=1]",1.0
2021-03-22,"[location_key=US_GA,school_closing=1]",1.0
2021-03-22,"[location_key=US_GA,school_closing=1]",1.0
2021-03-22,"[location_key=US_GA,school_closing=1]",1.0
2021-03-22,"[location_key=US_GA,school_closing=1]",1.0
2021-03-22,"[location_key=US_GA,school_closing=1]",1.0
2021-03-22,[location_key=US_GA],1.0
2021-03-22,[location_key=US_GA],1.0
2021-03-22,[location_key=US_GA],1.0
2021-03-22,[location_key=US_GA],1.0
2021-03-22,[location_key=US_GA],1.0
2021-03-22,[location_key=US_GA],1.0
2021-03-22,[location_key=US_GA],1.0
2021-03-22,"[location_key=US_HI,school_closing=2]",1.0
2021-03-22,"[location_key=US_HI,school_closing=2]",1.0
2021-03-22,"[location_key=US_HI,school_closing=2]",1.0
2021-03-22,"[location_key=US_HI,school_closing=2]",1.0
2021-03-22,"[location_key=US_HI,school_closing=2]",1.0
2021-03-22,"[location_key=US_HI,school_closing=2]",1.0
2021-03-22,"[location_key=US_HI,school_closing=2]",1.0
2021-03-22,[location_key=US_HI],1.0
2021-03-22,[location_key=US_HI],1.0
2021-03-22,[location_key=US_HI],1.0
2021-03-22,[location_key=US_HI],1.0
2021-03-22,[location_key=US_HI],1.0
2021-03-22,[location_key=US_HI],1.0
2021-03-22,[location_key=US_HI],1.0
2021-03-22,"[location_key=US_IA,school_closing=1]",1.0
2021-03-22,"[location_key=US_IA,school_closing=1]",1.0
2021-03-22,"[location_key=US_IA,school_closing=1]",1.0
2021-03-22,"[location_key=US_IA,school_closing=1]",1.0
2021-03-22,"[location_key=US_IA,school_closing=1]",1.0
2021-03-22,"[location_key=US_IA,school_closing=1]",1.0
2021-03-22,"[location_key=US_IA,school_closing=1]",1.0
2021-03-22,[location_key=US_IA],1.0
2021-03-22,[location_key=US_IA],1.0
2021-03-22,[location_key=US_IA],1.0
2021-03-22,[location_key=US_IA],1.0
2021-03-22,[location_key=US_IA],1.0
2021-03-22,[location_key=US_IA],1.0
2021-03-22,[location_key=US_IA],1.0
2021-03-22,"[location_key=US_ID,school_closing=1]",1.0
2021-03-22,"[location_key=US_ID,school_closing=1]",1.0
2021-03-22,"[location_key=US_ID,school_closing=1]",1.0
2021-03-22,"[location_key=US_ID,school_closing=1]",1.0
2021-03-22,"[location_key=US_ID,school_closing=1]",1.0
2021-03-22,"[location_key=US_ID,school_closing=1]",1.0
2021-03-22,"[location_key=US_ID,school_closing=1]",1.0
2021-03-22,[location_key=US_ID],1.0
2021-03-22,[location_key=US_ID],1.0
2021-03-22,[location_key=US_ID],1.0
2021-03-22,[location_key=US_ID],1.0
2021-03-22,[location_key=US_ID],1.0
2021-03-22,[location_key=US_ID],1.0
2021-03-22,[location_key=US_ID],1.0
2021-03-22,"[location_key=US_IL,school_closing=2]",1.0
2021-03-22,"[location_key=US_IL,school_closing=2]",1.0
2021-03-22,"[location_key=US_IL,school_closing=2]",1.0
2021-03-22,"[location_key=US_IL,school_closing=2]",1.0
2021-03-22,"[location_key=US_IL,school_closing=2]",1.0
2021-03-22,"[location_key=US_IL,school_closing=2]",1.0
2021-03-22,"[location_key=US_IL,school_closing=2]",1.0
2021-03-22,[location_key=US_IL],1.0
2021-03-22,[location_key=US_IL],1.0
2021-03-22,[location_key=US_IL],1.0
2021-03-22,[location_key=US_IL],1.0
2021-03-22,[location_key=US_IL],1.0
2021-03-22,[location_key=US_IL],1.0
2021-03-22,[location_key=US_IL],1.0
2021-03-22,"[location_key=US_IN,school_closing=2]",1.0
2021-03-22,"[location_key=US_IN,school_closing=2]",1.0
2021-03-22,"[location_key=US_IN,school_closing=2]",1.0
2021-03-22,"[location_key=US_IN,school_closing=2]",1.0
2021-03-22,"[location_key=US_IN,school_closing=2]",1.0
2021-03-22,"[location_key=US_IN,school_closing=2]",1.0
2021-03-22,"[location_key=US_IN,school_closing=2]",1.0
2021-03-22,[location_key=US_IN],1.0
2021-03-22,[location_key=US_IN],1.0
2021-03-22,[location_key=US_IN],1.0
2021-03-22,[location_key=US_IN],1.0
2021-03-22,[location_key=US_IN],1.0
2021-03-22,[location_key=US_IN],1.0
2021-03-22,[location_key=US_IN],1.0
2021-03-22,"[location_key=US_KS,school_closing=2]",1.0
2021-03-22,"[location_key=US_KS,school_closing=2]",1.0
2021-03-22,"[location_key=US_KS,school_closing=2]",1.0
2021-03-22,"[location_key=US_KS,school_closing=2]",1.0
2021-03-22,"[location_key=US_KS,school_closing=2]",1.0
2021-03-22,"[location_key=US_KS,school_closing=2]",1.0
2021-03-22,"[location_key=US_KS,school_closing=2]",1.0
2021-03-22,[location_key=US_KS],1.0
2021-03-22,[location_key=US_KS],1.0
2021-03-22,[location_key=US_KS],1.0
2021-03-22,[location_key=US_KS],1.0
2021-03-22,[location_key=US_KS],1.0
2021-03-22,[location_key=US_KS],1.0
2021-03-22,[location_key=US_KS],1.0
2021-03-22,"[location_key=US_KY,school_closing=2]",1.0
2021-03-22,"[location_key=US_KY,school_closing=2]",1.0
2021-03-22,"[location_key=US_KY,school_closing=2]",1.0
2021-03-22,"[location_key=US_KY,school_closing=2]",1.0
2021-03-22,"[location_key=US_KY,school_closing=2]",1.0
2021-03-22,"[location_key=US_KY,school_closing=2]",1.0
2021-03-22,"[location_key=US_KY,school_closing=2]",1.0
2021-03-22,[location_key=US_KY],1.0
2021-03-22,[location_key=US_KY],1.0
2021-03-22,[location_key=US_KY],1.0
2021-03-22,[location_key=US_KY],1.0
2021-03-22,[location_key=US_KY],1.0
2021-03-22,[location_key=US_KY],1.0
2021-03-22,[location_key=US_KY],1.0
2021-03-22,"[location_key=US_LA,school_closing=2]",1.0
2021-03-22,"[location_key=US_LA,school_closing=2]",1.0
2021-03-22,"[location_key=US_LA,school_closing=2]",1.0
2021-03-22,"[location_key=US_LA,school_closing=2]",1.0
2021-03-22,"[location_key=US_LA,school_closing=2]",1.0
2021-03-22,"[location_key=US_LA,school_closing=2]",1.0
2021-03-22,"[location_key=US_LA,school_closing=2]",1.0
2021-03-22,[location_key=US_LA],1.0
2021-03-22,[location_key=US_LA],1.0
2021-03-22,[location_key=US_LA],1.0
2021-03-22,[location_key=US_LA],1.0
2021-03-22,[location_key=US_LA],1.0
2021-03-22,[location_key=US_LA],1.0
2021-03-22,[location_key=US_LA],1.0
2021-03-22,"[location_key=US_MA,school_closing=2]",1.0
2021-03-22,"[location_key=US_MA,school_closing=2]",1.0
2021-03-22,"[location_key=US_MA,school_closing=2]",1.0
2021-03-22,"[location_key=US_MA,school_closing=2]",1.0
2021-03-22,"[location_key=US_MA,school_closing=2]",1.0
2021-03-22,"[location_key=US_MA,school_closing=2]",1.0
2021-03-22,"[location_key=US_MA,school_closing=2]",1.0
2021-03-22,[location_key=US_MA],1.0
2021-03-22,[location_key=US_MA],1.0
2021-03-22,[location_key=US_MA],1.0
2021-03-22,[location_key=US_MA],1.0
2021-03-22,[location_key=US_MA],1.0
2021-03-22,[location_key=US_MA],1.0
2021-03-22,[location_key=US_MA],1.0
2021-03-22,"[location_key=US_MD,school_closing=2]",1.0
2021-03-22,"[location_key=US_MD,school_closing=2]",1.0
2021-03-22,"[location_key=US_MD,school_closing=2]",1.0
2021-03-22,"[location_key=US_MD,school_closing=2]",1.0
2021-03-22,"[location_key=US_MD,school_closing=2]",1.0
2021-03-22,"[location_key=US_MD,school_closing=2]",1.0
2021-03-22,"[location_key=US_MD,school_closing=2]",1.0
2021-03-22,[location_key=US_MD],1.0
2021-03-22,[location_key=US_MD],1.0
2021-03-22,[location_key=US_MD],1.0
2021-03-22,[location_key=US_MD],1.0
2021-03-22,[location_key=US_MD],1.0
2021-03-22,[location_key=US_MD],1.0
2021-03-22,[location_key=US_MD],1.0
2021-03-22,"[location_key=US_ME,school_closing=1]",1.0
2021-03-22,"[location_key=US_ME,school_closing=1]",1.0
2021-03-22,"[location_key=US_ME,school_closing=1]",1.0
2021-03-22,"[location_key=US_ME,school_closing=1]",1.0
2021-03-22,"[location_key=US_ME,school_closing=1]",1.0
2021-03-22,"[location_key=US_ME,school_closing=1]",1.0
2021-03-22,"[location_key=US_ME,school_closing=1]",1.0
2021-03-22,[location_key=US_ME],1.0
2021-03-22,[location_key=US_ME],1.0
2021-03-22,[location_key=US_ME],1.0
2021-03-22,[location_key=US_ME],1.0
2021-03-22,[location_key=US_ME],1.0
2021-03-22,[location_key=US_ME],1.0
2021-03-22,[location_key=US_ME],1.0
2021-03-22,"[location_key=US_MI,school_closing=2]",1.0
2021-03-22,"[location_key=US_MI,school_closing=2]",1.0
2021-03-22,"[location_key=US_MI,school_closing=2]",1.0
2021-03-22,"[location_key=US_MI,school_closing=2]",1.0
2021-03-22,"[location_key=US_MI,school_closing=2]",1.0
2021-03-22,"[location_key=US_MI,school_closing=2]",1.0
2021-03-22,"[location_key=US_MI,school_closing=2]",1.0
2021-03-22,[location_key=US_MI],1.0
2021-03-22,[location_key=US_MI],1.0
2021-03-22,[location_key=US_MI],1.0
2021-03-22,[location_key=US_MI],1.0
2021-03-22,[location_key=US_MI],1.0
2021-03-22,[location_key=US_MI],1.0
2021-03-22,[location_key=US_MI],1.0
2021-03-22,"[location_key=US_MN,school_closing=2]",1.0
2021-03-22,"[location_key=US_MN,school_closing=2]",1.0
2021-03-22,"[location_key=US_MN,school_closing=2]",1.0
2021-03-22,"[location_key=US_MN,school_closing=2]",1.0
2021-03-22,"[location_key=US_MN,school_closing=2]",1.0
2021-03-22,"[location_key=US_MN,school_closing=2]",1.0
2021-03-22,"[location_key=US_MN,school_closing=2]",1.0
2021-03-22,[location_key=US_MN],1.0
2021-03-22,[location_key=US_MN],1.0
2021-03-22,[location_key=US_MN],1.0
2021-03-22,[location_key=US_MN],1.0
2021-03-22,[location_key=US_MN],1.0
2021-03-22,[location_key=US_MN],1.0
2021-03-22,[location_key=US_MN],1.0
2021-03-22,"[location_key=US_MO,school_closing=1]",1.0
2021-03-22,"[location_key=US_MO,school_closing=1]",1.0
2021-03-22,"[location_key=US_MO,school_closing=1]",1.0
2021-03-22,"[location_key=US_MO,school_closing=1]",1.0
2021-03-22,"[location_key=US_MO,school_closing=1]",1.0
2021-03-22,"[location_key=US_MO,school_closing=1]",1.0
2021-03-22,"[location_key=US_MO,school_closing=1]",1.0
2021-03-22,[location_key=US_MO],1.0
2021-03-22,[location_key=US_MO],1.0
2021-03-22,[location_key=US_MO],1.0
2021-03-22,[location_key=US_MO],1.0
